Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,61.5115185707569,62.2666901739539,63.1593794076164,64.1814762576399,65.2736248236953,67.1424541607898,68.9689703808181,69.9917724494593,71.093559003291,72.3030089327692,73.575223319229,74.8657733897508,76.1368124118477
Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,17.1683347005742,17.5857260049221,18.0042657916325,18.4334700574241,18.8881870385562,19.3774405250205,19.9059064807219,20.4675143560295,21.0529122231337,21.647908121411,22.2420016406891,22.8326497128794,23.4216570959803
"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,29.9670619579389,30.4406711637662,30.8912306558585,31.3313667025679,31.7793877898078,32.2430020973868,32.7513961793549,33.2888713791735,33.7663068987019,34.0628467773936,34.1044487273964,33.8372870018706,33.3205702624568
Vietnam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,270.366888122037,272.898184280969,275.484861482891,278.141751862483,280.879324023608,283.702554261941,286.617734705067,289.620043861064,292.687044860838,295.786741703486,298.890818202341,301.992208211049,305.08156867804
Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,309.868571428571,309.631428571429,309.54,309.711428571429,309.728571428571,309.594285714286,309.405714285714,309.117142857143,308.697142857143,308.24,307.742857142857,307.171428571429,306.48
West Bank and Gaza,PSE,Population density (people per sq. km of land area),EN.POP.DNST,551.560797342193,565.836212624585,580.481063122924,596.673920265781,612.807142857143,628.930398671096,645.014285714286,661.129235880399,677.194019933555,693.255481727575,709.317607973422,725.429900332226,740.000830564784
"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,38.0843779002595,39.1833740553441,40.3100839062826,41.4647536791863,42.6472337443415,43.856383885448,45.0926908725875,46.3533496221376,47.6298066178003,48.9108945584029,50.1882474383014,51.4578669242571,52.7204594958047
Zambia,ZMB,Population density (people per sq. km of land area),EN.POP.DNST,15.9488922369147,16.3756762937355,16.8188407161786,17.2837003457136,17.7768587148065,18.3026190828502,18.8638440118915,19.4583206661376,20.0789679710515,20.7155772878301,21.3607406610258,22.0120085015941,22.6713945573656
Zimbabwe,ZWE,Population density (people per sq. km of land area),EN.POP.DNST,31.2180405842058,31.4217164275559,31.6813286803671,32.0009021584594,32.381977510663,32.8233759855241,33.3315652061523,33.9023678428331,34.5104200594546,35.1213157554608,35.7105570634613,36.2682952048598,36.8017190125372
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,
Last Updated: 07/10/2019,,,,,,,,,,,,,,,,
